platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Instagram,Video,45,94610,5171,866,751,0.07174717260331889
Instagram,Video,45,197848,5002,779,725,0.03288383001091747
Twitter,Image,116,181936,12447,1122,1358,0.08204533462316418
Instagram,Image,79,221381,14547,833,1646,0.07690813574787357
Facebook,Video,95,35970,1216,239,127,0.04398109535724214
Instagram,Text,27,164282,8524,615,366,0.05785782982919614
Twitter,Text,42,46088,4170,728,354,0.11395591043221663
Twitter,Text,48,193107,15374,1224,1892,0.09575002459776186
Twitter,Video,71,13683,416,44,50,0.037272527954395965
Instagram,Video,66,198320,17669,2721,2417,0.11500100847115773
Twitter,Video,16,168624,2707,519,371,0.021331483062909194
Twitter,Video,34,113789,5376,284,290,0.0522897643884734
Instagram,Image,99,235179,4047,360,460,0.020694874967577888
Facebook,Video,91,48321,4502,741,471,0.11825086401357587
Instagram,Text,69,125454,1714,130,231,0.01653992698518979
Twitter,Image,45,176933,4177,278,183,0.02621331238378369
Twitter,Text,24,172236,15906,905,1847,0.1083281079449128
Instagram,Video,10,87095,5434,681,407,0.0748837476318962
Facebook,Image,79,242012,19740,3260,1407,0.1008503710559807
Twitter,Video,103,115610,1326,257,32,0.013969379811434998
Twitter,Image,8,178035,8495,765,1231,0.05892661555312158
Twitter,Text,97,5532,545,37,58,0.11569052783803326
Instagram,Video,14,119527,7432,820,719,0.07505417186075113
Twitter,Video,55,153805,13299,775,700,0.0960566951659569
Facebook,Image,97,86463,8362,833,883,0.1165585279252397
Twitter,Image,42,176186,12624,1848,1804,0.09237964423961041
Twitter,Video,5,7456,294,22,12,0.043991416309012876
Facebook,Image,108,6413,242,35,35,0.04865117729611726
Twitter,Video,12,9085,149,29,11,0.020803522289488167
Instagram,Image,106,164009,7954,1428,1170,0.0643379326744264
Instagram,Text,85,25563,2361,244,241,0.11133278566678402
Instagram,Image,87,264605,14030,1588,871,0.062315526917480775
Facebook,Text,67,10386,955,107,65,0.10851145773156172
Twitter,Image,37,102244,8541,1528,493,0.10330190524627363
Instagram,Image,19,64150,6323,1258,401,0.12442712392829307
Facebook,Video,113,163644,15594,2711,1622,0.12177042849111486
Twitter,Image,35,128053,9422,1259,208,0.08503510265280782
Facebook,Image,25,233032,20602,1330,3003,0.10700247176353463
Instagram,Text,7,171343,13249,2559,1588,0.10152734573341193
Instagram,Image,70,185882,13626,2439,1939,0.09685714593128975
Instagram,Video,39,81566,6068,1069,687,0.09592232057474928
Facebook,Text,45,147210,11025,1199,909,0.08921268935534271
Facebook,Video,63,132549,5851,685,261,0.05127914959750734
Instagram,Video,20,183441,8827,599,769,0.05557645237433289
Facebook,Video,60,149718,5459,1040,614,0.04750931751693183
Instagram,Video,49,33812,789,151,103,0.030847036555069207
Instagram,Text,119,93958,4816,424,299,0.0589518721130718
Twitter,Image,63,78181,7114,1098,614,0.11289187910106036
Facebook,Video,54,17628,1209,97,121,0.08095076015429997
Instagram,Text,89,29486,443,48,42,0.0180763752289222
Instagram,Video,16,266290,22104,2107,592,0.09314281422509295
Facebook,Image,96,42266,3980,431,329,0.11214687928831685
Twitter,Text,16,90268,7641,736,956,0.10339212123897727
Twitter,Text,37,48557,3665,373,455,0.09253042815659945
Instagram,Image,88,221033,5196,876,446,0.029488809363307743
Facebook,Text,108,211803,8770,833,1261,0.05129294674768535
Twitter,Image,53,18494,1125,193,143,0.07899859413863956
Facebook,Text,25,155643,2633,355,305,0.02115739223736371
Facebook,Text,64,37486,733,122,63,0.02448914261324228
Instagram,Image,56,224508,21122,3967,2044,0.12085538154542377
Twitter,Image,58,63635,4660,329,228,0.08198318535397187
Instagram,Text,43,136197,4733,480,422,0.04137389222963795
Twitter,Text,109,50814,2005,116,177,0.04522375723225883
Twitter,Image,53,125141,5581,619,258,0.051605788670379814
Twitter,Image,110,152390,2553,218,366,0.02058534024542293
Twitter,Text,68,64363,4925,668,255,0.09085965539207308
Twitter,Text,104,45162,1170,195,39,0.031088082901554404
Facebook,Text,90,130083,10726,1318,865,0.09923664122137404
Instagram,Image,30,12590,1084,108,118,0.10405083399523431
Facebook,Text,75,37850,2553,186,115,0.07540290620871863
Twitter,Video,11,145206,11512,621,503,0.08702119747117888
Instagram,Image,76,292374,7445,1129,401,0.030696983999945276
Twitter,Text,66,17058,1054,57,62,0.06876538867393599
Instagram,Image,94,84837,6015,1131,312,0.0879097563563068
Facebook,Video,92,106397,7398,1029,600,0.08484261774298148
Instagram,Image,28,294183,6047,622,135,0.023128460855997797
Instagram,Text,44,257903,10572,595,331,0.04458265316805155
Instagram,Video,116,201892,7924,887,909,0.04814455253303747
Instagram,Video,80,48525,2985,537,219,0.07709428129829984
Instagram,Text,51,131681,10385,2029,694,0.09954359398850252
Twitter,Text,12,86194,5288,331,112,0.0664895468362067
Instagram,Text,58,164515,12821,2135,753,0.0954867337324864
Instagram,Image,13,271116,5126,454,649,0.02297540536154266
Facebook,Image,7,67936,6048,646,388,0.10424517192651908
Instagram,Image,58,114877,6696,884,972,0.0744448410038563
Facebook,Text,25,32519,434,86,30,0.01691318921246041
Twitter,Text,99,104417,7088,576,569,0.07884731413467155
Instagram,Image,52,60881,3443,239,427,0.0674923210853961
Facebook,Video,51,27732,827,115,122,0.03836722919371124
Facebook,Image,92,151745,11957,2127,816,0.09819104418596988
Twitter,Video,72,77909,7325,1078,260,0.11119382869758308
Instagram,Text,88,253271,9888,1009,870,0.046460115844293264
Instagram,Text,67,10720,583,114,56,0.07024253731343283
Facebook,Image,20,62115,1337,266,193,0.02891411092328745
Instagram,Image,78,56940,5334,883,393,0.11608710923779417
Facebook,Text,111,139225,5386,917,171,0.04650026934817741
Instagram,Image,94,76762,2113,346,221,0.03491310804825304
Facebook,Text,97,202584,10748,952,244,0.058958259289973544
Instagram,Text,9,174091,2419,175,182,0.015945683579277503
Twitter,Video,15,86833,2844,378,208,0.039501111328642334
Instagram,Image,33,285350,4591,886,243,0.020045558086560365
Instagram,Text,113,277880,5964,1083,866,0.028476320713977255
Twitter,Image,83,108937,2188,144,158,0.022857247767058025
Instagram,Video,74,143043,12661,741,1725,0.10575141740595485
Twitter,Video,52,58577,5490,994,477,0.11883503764276081
Instagram,Image,19,262989,13861,1967,1755,0.06685830966314181
Facebook,Image,111,159796,10664,1019,839,0.07836241207539613
Facebook,Text,88,134003,9732,1306,1449,0.09318448094445647
Instagram,Video,38,258686,11697,973,1207,0.05364418638813078
Instagram,Video,64,60155,2605,500,104,0.05334552406283767
Instagram,Video,66,133491,9451,1645,196,0.08458997235768703
Facebook,Image,6,145180,6374,1238,897,0.058610001377600224
Instagram,Text,112,82613,5146,401,562,0.07394719959328434
Facebook,Image,84,203783,11486,2027,388,0.06821471859772404
Twitter,Image,23,58938,3371,451,393,0.07151583019444162
Facebook,Image,102,104163,8816,870,436,0.09717462054664325
Facebook,Text,53,71498,5245,639,656,0.09147109010042238
Twitter,Image,82,19751,1905,365,189,0.12450002531517392
Facebook,Video,92,114161,9268,1424,334,0.09658289608535314
Instagram,Video,32,206818,4781,497,139,0.026192110938119507
Instagram,Video,52,299534,22903,4580,1845,0.09791209011330934
Facebook,Text,100,104213,7285,742,1032,0.08692773454367497
Instagram,Image,41,113712,7748,1333,723,0.0862178134233854
Facebook,Text,78,235781,12559,2105,1490,0.06851273003337843
Instagram,Image,53,65403,1021,161,82,0.01932633059645582
Instagram,Video,113,294003,28116,4229,1966,0.1167028907868287
Facebook,Image,52,154950,13430,890,1704,0.10341400451758632
Instagram,Image,77,104124,5603,1116,449,0.06884099727248282
Facebook,Image,92,128940,3129,232,120,0.026997052892818365
Instagram,Text,104,294244,24776,3454,1379,0.10062737048164108
Instagram,Image,33,198356,9671,844,899,0.05754300348867693
Twitter,Image,64,193048,8708,655,629,0.051759147983921096
Twitter,Image,33,173095,12096,1619,818,0.08395967532279962
Facebook,Text,62,120350,9421,1652,1007,0.10037390943082676
Twitter,Text,52,180781,2830,301,290,0.018923448813758084
Facebook,Text,27,124792,9868,607,600,0.08874767613308546
Twitter,Image,31,56524,4298,617,286,0.09201401174722242
Instagram,Video,99,107757,6791,1120,799,0.08083001568343588
Facebook,Video,111,88049,3562,336,497,0.04991538802257834
Facebook,Video,11,47974,1191,182,74,0.030162171176053697
Instagram,Image,53,182550,3512,215,203,0.02152834839769926
Facebook,Video,58,56768,573,59,31,0.011679114994363022
Facebook,Video,113,214468,6129,742,235,0.03313314806870955
Twitter,Video,72,50544,2376,397,164,0.05810778727445394
Facebook,Image,82,152122,4856,489,422,0.03791036142043886
Instagram,Video,110,155856,5892,695,529,0.04565753002771789
Twitter,Video,46,13774,621,89,68,0.05648322927254247
Twitter,Image,78,168040,6342,910,170,0.04416805522494644
Instagram,Text,63,82678,6218,793,578,0.09178983526452018
Instagram,Video,48,30158,1636,162,86,0.06247098613966443
Twitter,Text,102,73587,863,129,44,0.01407857366110862
Facebook,Video,30,231184,7028,1233,862,0.03946207349989619
Twitter,Image,27,137187,10133,740,404,0.08220166633864724
Instagram,Text,77,64317,2385,241,149,0.04314566910770092
Twitter,Text,105,8371,776,116,79,0.11599569943853781
Instagram,Text,12,179447,13304,2173,1377,0.09392188222706425
Twitter,Text,57,115538,4170,697,109,0.04306808149699666
Facebook,Video,18,246306,13910,2058,409,0.06649046308250713
Twitter,Video,75,104126,7294,887,767,0.08593434876975971
Twitter,Text,11,10338,283,41,40,0.035209905204101374
Instagram,Video,13,158079,5083,357,761,0.03922722183212191
Instagram,Text,7,269621,15002,1217,2225,0.06840713445911112
Instagram,Text,82,214743,20022,3786,1315,0.11699100785590218
Twitter,Image,21,44423,1819,342,93,0.05073948179996848
Facebook,Text,118,78973,3647,578,119,0.055006141339445126
Instagram,Video,48,296380,8048,797,501,0.031533841689722654
Instagram,Text,90,136440,8648,1274,484,0.07626795661096453
Twitter,Image,50,27839,2132,326,202,0.09554940910233845
Instagram,Video,94,122537,6084,774,413,0.05933717979059386
Facebook,Image,62,114902,8907,1445,446,0.09397573584445876
Facebook,Image,32,104051,3874,210,385,0.04295009178191464
Instagram,Text,113,12139,893,78,55,0.08452096548315348
Instagram,Image,18,163213,5426,917,357,0.041050651602507156
Twitter,Image,13,110314,8853,1689,865,0.10340482622332614
Facebook,Video,119,67262,5700,1034,201,0.10310427879040171
Facebook,Image,30,140776,11514,1813,1389,0.10453486389725522
Instagram,Text,6,137959,4054,303,589,0.035851231162881726
Twitter,Text,79,13975,1012,106,84,0.08601073345259391
Facebook,Text,85,248819,14548,836,1349,0.06724968752386273
Facebook,Image,38,134616,13292,1940,930,0.1200600225827539
Twitter,Video,23,86984,3700,434,534,0.053665041846776416
Twitter,Text,43,90366,7176,975,267,0.09315450501294735
Facebook,Image,86,180395,7812,1538,982,0.05727431469830095
Facebook,Text,17,123491,5645,622,590,0.05552631365848523
Twitter,Text,9,52382,1047,100,128,0.024340422282463442
Facebook,Video,54,26926,850,61,122,0.038364406150189406
Instagram,Text,27,101538,2518,180,212,0.028659221178278082
Instagram,Video,92,118117,2873,367,165,0.028827349153805127
Twitter,Image,33,15333,165,26,20,0.013761168721059154
Twitter,Text,116,18942,1542,207,200,0.10289304191743216
Twitter,Image,115,155519,8104,1466,885,0.06722651251615558
Instagram,Image,76,79397,6540,636,852,0.10111213270022797
Facebook,Image,30,158905,10349,1441,1189,0.08167773197822599
Instagram,Text,83,219062,18580,2771,2684,0.1097177967881239
Facebook,Video,61,200658,11104,1022,1045,0.06563904753361441
Instagram,Text,5,288674,5329,583,370,0.021761571876926913
Facebook,Image,32,50060,3279,454,355,0.08166200559328805
Instagram,Video,117,86292,6126,325,177,0.07680897418068883
Twitter,Image,66,43104,2861,523,242,0.08412212323682257
Instagram,Video,51,7634,626,41,75,0.09719675137542573
Facebook,Text,114,199282,15112,863,634,0.08334420569845746
Instagram,Video,82,228753,11194,920,806,0.05648013359387637
Instagram,Text,110,274432,22975,2879,1505,0.09969318446828358
Instagram,Image,102,210600,15218,1511,967,0.08402659069325737
Twitter,Video,63,36253,755,87,78,0.025377210161917633
Instagram,Image,35,32005,1875,117,158,0.06717700359318857
Twitter,Video,74,51824,3916,332,484,0.09130904600185243
Twitter,Text,53,79702,4765,308,131,0.06529321723419738
Instagram,Video,9,229673,21913,1850,1731,0.11100129314285963
Instagram,Video,35,22798,436,67,9,0.022458110360557944
Instagram,Text,41,165373,12404,1690,604,0.08887787002715074
Facebook,Text,83,58267,4906,491,592,0.1027854531724647
Instagram,Text,19,8846,647,57,21,0.08195794709473209
Twitter,Video,56,65571,2931,585,98,0.0551158286437602
Instagram,Image,111,281625,12586,2078,908,0.055293386595650244
Facebook,Video,73,127908,8031,1391,971,0.08125371360665479
Instagram,Video,96,47154,2156,116,221,0.052869321796666244
Facebook,Image,101,185248,16577,977,2016,0.10564216617723268
Facebook,Text,15,132447,2634,413,69,0.023526391688750974
Instagram,Video,47,249372,16838,1326,1570,0.07913478658389875
Twitter,Image,74,10048,221,25,17,0.026174363057324842
Facebook,Text,27,30386,1781,138,243,0.07115118804712697
Instagram,Text,44,169408,12604,964,1460,0.08870891575368342
Instagram,Video,67,109794,2733,181,205,0.028407745414139207
Twitter,Text,6,156925,11512,1601,1059,0.09031065795762307
Facebook,Text,83,37713,852,137,64,0.027921406411582212
Facebook,Image,91,191762,12627,739,976,0.07479062587999707
Instagram,Image,90,152863,8483,774,868,0.06623577975049554
Instagram,Text,77,82481,3037,451,146,0.04405863168487288
Twitter,Image,51,174645,3499,380,221,0.023476194566119844
Twitter,Text,108,41899,3193,497,179,0.09234110599298313
Facebook,Video,34,93217,4135,677,513,0.05712477337824646
Facebook,Image,20,234594,4172,228,594,0.02128784197379302
Instagram,Text,63,282119,22442,2404,1657,0.09394262704745161
Facebook,Text,114,247985,7677,1223,230,0.03681674294816219
Twitter,Image,51,75247,5739,612,184,0.08684731617207331
Twitter,Image,34,112295,6832,347,491,0.06830223963667127
Instagram,Video,113,279249,7681,771,548,0.032229300731605126
Twitter,Text,13,51645,871,157,33,0.02054409913834834
Twitter,Video,69,132291,8386,1616,1047,0.08352042089031
Twitter,Video,63,32146,394,52,33,0.014900765258508057
Twitter,Video,106,136940,2176,208,74,0.0179494669198189
Instagram,Image,68,27612,2021,242,66,0.08434738519484282
Instagram,Video,12,39120,2288,195,178,0.06802147239263803
Facebook,Image,56,175076,6892,518,242,0.043706733075921315
Twitter,Image,22,23294,1363,169,126,0.07117712715720786
Facebook,Video,95,87300,5521,886,386,0.07781214203894617
Instagram,Video,86,206168,12550,1046,1751,0.0744392922276978
Instagram,Text,100,140496,9529,1776,709,0.08551133128345291
Instagram,Video,62,45615,4316,324,431,0.11116957141291242
Instagram,Text,53,31863,1433,191,179,0.05658600885039074
Instagram,Video,36,248571,9222,1535,547,0.04547594047575944
Instagram,Video,52,34469,463,37,40,0.0156662508340828
Instagram,Video,49,108101,2511,237,89,0.026243975541391847
Twitter,Video,58,156256,3056,176,233,0.022175148474298585
Facebook,Text,104,92446,3715,711,255,0.050634965277026586
Instagram,Text,104,117613,7632,939,577,0.07778051745980462
Twitter,Video,89,119456,1692,100,57,0.015478502544870078
Twitter,Video,50,168247,12700,2216,911,0.09407002799455562
Facebook,Text,100,188721,8637,1169,1149,0.05804865383290678
Instagram,Image,35,68872,6660,388,944,0.11604135207341154
Facebook,Image,41,203399,12438,1463,639,0.0714851105462662
Instagram,Image,20,37208,2955,340,174,0.09323263814233498
Twitter,Text,50,185517,16233,1167,344,0.09564622110103117
Twitter,Text,50,53998,4859,549,170,0.10330012222674914
Twitter,Image,82,58994,3342,308,216,0.06553208800895007
Twitter,Image,92,185535,8480,1314,924,0.05776807610423909
Facebook,Video,93,62895,3801,193,220,0.06700055648302727
Instagram,Text,65,37894,1750,115,52,0.05058848366496015
Instagram,Text,50,26990,854,160,98,0.041200444609114484
Facebook,Image,55,176652,6916,795,557,0.046803885605597444
Instagram,Image,66,78230,2421,185,211,0.03600920363032085
Twitter,Text,39,38087,1304,220,81,0.04214036285346706
Instagram,Video,85,275817,5081,903,506,0.023530094229144687
Twitter,Image,114,171271,8286,676,1125,0.0588949676244081
Facebook,Text,46,35187,1096,172,100,0.03887799471395686
Instagram,Text,49,290697,14637,2082,1410,0.06236390468425887
Facebook,Video,72,186359,15150,2450,1038,0.10001126857302303
Instagram,Video,79,109794,5527,929,169,0.06034027360329344
Twitter,Image,51,84158,8072,1203,611,0.1174695216141068
Facebook,Image,83,4420,103,19,14,0.03076923076923077
Instagram,Image,34,183512,15878,2852,1721,0.11144230350058852
Twitter,Text,28,198948,6434,542,538,0.037768663168265076
Facebook,Image,70,47310,4449,832,448,0.12109490593954766
Facebook,Text,47,239896,7303,759,676,0.03642411711741755
Instagram,Image,38,48953,3780,600,523,0.1001572937307213
Instagram,Video,27,272131,4242,751,208,0.019112118795727058
Instagram,Video,65,227670,15181,1752,2057,0.0834101989721966
Twitter,Text,99,178589,5300,305,580,0.03463259215293215
Instagram,Video,41,37456,2633,506,96,0.08636800512601453
Facebook,Text,17,121763,8185,498,559,0.07590154644678597
Facebook,Text,101,172252,16042,1639,1230,0.10978682395559994
Instagram,Video,75,226916,15067,2101,463,0.07769835533853937
Instagram,Text,100,90398,4225,285,388,0.054182614659616365
Facebook,Video,11,191577,5253,923,282,0.03370968331271499
Twitter,Image,46,119183,8243,663,655,0.08022117248265273
Instagram,Image,42,265360,5432,1074,418,0.026092854989448296
Instagram,Video,56,34681,2932,549,257,0.10778235921686226
Facebook,Video,48,11323,365,51,47,0.04089022343901793
Instagram,Video,68,183295,10479,1561,1273,0.07263155023323059
Twitter,Video,17,98123,6244,811,833,0.08038889964636221
Facebook,Image,92,94354,4021,436,379,0.051253788922568204
Instagram,Text,32,161319,11251,1156,1125,0.08388348551627521
